# CO2 4.3µm, p=1013hPa T=296K. nu  sigma_Voigt_noLM  sigma_lineMixing
2370.44  1.2460753648198139e-18  1.2214102319096203e-18
2370.46  1.0486549315251694e-18  1.0261717579793967e-18
2370.48  8.975912820217991e-19  8.770527889707465e-19
2370.5  7.802904616740393e-19  7.614873453843411e-19
2370.52  6.881068089894561e-19  6.708535289034347e-19
2370.54  6.147044935237657e-19  5.988403314601629e-19
2370.56  5.547827973159325e-19  5.401642290021376e-19
2370.58  5.040813396160077e-19  4.905942719422871e-19
2370.6  4.606051018395593e-19  4.481688144868928e-19
2370.62  4.2386365090187107e-19  4.1241519571966227e-19
2370.64  3.9320184722726923e-19  3.826839997300888e-19
2370.66  3.676608868623747e-19  3.5802110632479046e-19
2370.68  3.4635113910944315e-19  3.375430547830632e-19
2370.7  3.285850628819857e-19  3.205686163330571e-19
2370.72  3.1383486322684084e-19  3.0657622967348274e-19
2370.74  3.0168710656764117e-19  2.9515775221613513e-19
2370.76  2.918222425894075e-19  2.859986339937114e-19
2370.78  2.839988737660094e-19  2.788621052145893e-19
2370.8  2.780403142102193e-19  2.7357576148139143e-19
2370.82  2.7382486198180638e-19  2.7002192411150384e-19
2370.84  2.7128006478914156e-19  2.6813197102512506e-19
2370.86  2.703808692837232e-19  2.678845459831507e-19
2370.88  2.7115167397064393e-19  2.6930757613099933e-19
2370.9  2.7367243620126783e-19  2.724846397888429e-19
2370.92  2.7808685780424676e-19  2.7756258451815456e-19
2370.94  2.8460163043159972e-19  2.8475060381920627e-19
2370.96  2.9341964070105866e-19  2.9425260266160476e-19
2370.98  3.0448909657737684e-19  3.0601616140260414e-19
2371.0  3.1720456010100015e-19  3.19438705735613e-19
2371.02  3.31069261319224e-19  3.3403846283347784e-19
2371.04  3.4697532184144454e-19  3.507267258814083e-19
2371.06  3.6651857314461497e-19  3.711080669486543e-19
2371.08  3.9090276971167866e-19  3.9638954982337865e-19
2371.1  4.2109886807533356e-19  4.2754790663379797e-19
2371.12  4.582854355685859e-19  4.65756631144552e-19
2371.14  5.041225762704921e-19  5.127199157762859e-19
2371.16  5.609016303423241e-19  5.707298227276767e-19
2371.18  6.317988129603504e-19  6.429819026447609e-19
2371.2  7.212732083949987e-19  7.339580150928457e-19
2371.22  8.356897142015265e-19  8.500490026734801e-19
2371.24  9.84292565125155e-19  1.0005265900607586e-18
2371.26  1.1807411467089265e-18  1.1990742997426822e-18
2371.28  1.4455233981292418e-18  1.4661881144203547e-18
2371.3  1.8095842126993176e-18  1.832773514482871e-18
2371.32  2.3190066603141636e-18  2.34475230516929e-18
2371.34  3.0377962423727404e-18  3.0656780898106717e-18
2371.36  4.035087222566994e-18  4.063602450954552e-18
2371.38  5.3142725045100694e-18  5.3397436123189314e-18
2371.4  6.624194493058358e-18  6.639987081293754e-18
2371.42  7.319393908567982e-18  7.31842921953536e-18
2371.44  6.881818965942011e-18  6.863052454581484e-18
2371.46  5.651423639222976e-18  5.621054465864088e-18
2371.48  4.325154810089441e-18  4.290368017045767e-18
2371.5  3.252229657927893e-18  3.2174158861093306e-18
2371.52  2.4697256771316338e-18  2.4368033231010803e-18
2371.54  1.914360946338457e-18  1.8839416089651317e-18
2371.56  1.518464894468424e-18  1.4905901766829662e-18
2371.58  1.2315833673427663e-18  1.2060830370642135e-18
2371.6  1.0195040914706094e-18  9.961477180126157e-19
2371.62  8.595496333158315e-19  8.381071424571186e-19
2371.64  7.366363445746282e-19  7.168993039253016e-19
2371.66  6.4059256351126725e-19  6.2237977904907755e-19
2371.68  5.644384118103493e-19  5.475951996464807e-19
2371.7  5.032981724016026e-19  4.876934763307646e-19
2371.72  4.537104599548767e-19  4.392334893548897e-19
2371.74  4.13186512948416e-19  3.99743503548758e-19
2371.76  3.799234273007176e-19  3.674345948491868e-19
2371.78  3.526052328609524e-19  3.4100198289265306e-19
2371.8  3.3021078383861087e-19  3.194323298730246e-19
2371.82  3.1172126920578952e-19  3.017118559540223e-19
2371.84  2.958566020234973e-19  2.8656707234321333e-19
2371.86  2.8161166575452465e-19  2.730069258531689e-19
2371.88  2.690462948502742e-19  2.611053075350336e-19
2371.9  2.5856779127717216e-19  2.512744460557279e-19
2371.92  2.502151999338947e-19  2.435541896142443e-19
2371.94  2.4379760199702825e-19  2.3775503783656047e-19
2371.96  2.3909945459418236e-19  2.3366405631710306e-19
2371.98  2.359579387731066e-19  2.3112161385194297e-19
2372.0  2.342897151694189e-19  2.30048260492981e-19
2372.02  2.3407096002946205e-19  2.3042344952021158e-19
2372.04  2.353121946448262e-19  2.322610633145948e-19
2372.06  2.3805753760172494e-19  2.356086845986883e-19
2372.08  2.423913474372266e-19  2.4055432866038467e-19
2372.1  2.484455606924014e-19  2.4723382287817335e-19
2372.12  2.5640922037540694e-19  2.558404207804126e-19
2372.14  2.6654216733787727e-19  2.6663852723491866e-19
2372.16  2.7919375540199193e-19  2.799824311773464e-19
2372.18  2.948220189090915e-19  2.9633531889012e-19
2372.2  3.1398758820888665e-19  3.1626283996403565e-19
2372.22  3.372539951102751e-19  3.40333303064131e-19
2372.24  3.650271155132623e-19  3.689598960327075e-19
2372.26  3.9792918647819144e-19  4.0278068956424665e-19
2372.28  4.377380313420637e-19  4.435945640424686e-19
2372.3  4.872280632677008e-19  4.941926528240728e-19
2372.32  5.496781279279461e-19  5.578688171466275e-19
2372.34  6.292954081920275e-19  6.388486969535116e-19
2372.36  7.320277066623197e-19  7.431023134139449e-19
2372.38  8.665932872830667e-19  8.79371342770921e-19
2372.4  1.0460115093915097e-18  1.0606935231658103e-18
2372.42  1.2899799601250116e-18  1.306761845099757e-18
2372.44  1.628313263909005e-18  1.6473358540630685e-18
2372.46  2.104868858277429e-18  2.1260640984113243e-18
2372.48  2.7775203012479063e-18  2.8002741406536282e-18
2372.5  3.695993023240062e-18  3.718443763183877e-18
2372.52  4.8100499442806635e-18  4.828056816422389e-18
2372.54  5.785100019805222e-18  5.7922145914978545e-18
2372.56  6.029017040628594e-18  6.0203594095065104e-18
2372.58  5.347678970572768e-18  5.3250976396526415e-18
2372.6  4.2370225701640134e-18  4.206951123000244e-18
2372.62  3.202066409305929e-18  3.1699657911523445e-18
2372.64  2.4104884991770272e-18  2.379221401138575e-18
2372.66  1.843419561292414e-18  1.814098334405236e-18
2372.68  1.441305427118693e-18  1.414209248672575e-18
2372.7  1.1531093117455497e-18  1.1281798654166634e-18
2372.72  9.428500302132438e-19  9.199104308114046e-19
2372.74  7.86360760129745e-19  7.652073534309438e-19
2372.76  6.675814809088405e-19  6.480201607684e-19
2372.78  5.7577377159139e-19  5.576321158378108e-19
2372.8  5.036454930520763e-19  4.867749442034381e-19
2372.82  4.461550036153459e-19  4.3042938644258145e-19
2372.84  3.997665667606274e-19  3.8507936887933935e-19
2372.86  3.6195957219647374e-19  3.482208190690809e-19
2372.88  3.3089742078194384e-19  3.1803136952534095e-19
2372.9  3.052202576434837e-19  2.931627062197296e-19
2372.92  2.839127219836554e-19  2.7260932618378703e-19
2372.94  2.662142655337263e-19  2.5561902725851054e-19
2372.96  2.515578428361464e-19  2.4163177530783803e-19
2372.98  2.3952532061472447e-19  2.302351810787099e-19
2373.0  2.297976424754808e-19  2.2111450280122097e-19
2373.02  2.220481932580238e-19  2.139458629282533e-19
2373.04  2.1576764921407663e-19  2.082225634588337e-19
2373.06  2.1038745148758786e-19  2.0338269735655515e-19
2373.08  2.0586737761466947e-19  1.9939536058004772e-19
2373.1  2.0255925928700186e-19  1.9661715971289583e-19
2373.12  2.0064358162768515e-19  1.9522976139735072e-19
2373.14  2.001203873716198e-19  1.9523455311250355e-19
2373.16  2.0095817410442837e-19  1.965818040625248e-19
2373.18  2.0316958151056842e-19  1.9932797911374625e-19
2373.2  2.0679824651463928e-19  2.0349940444422403e-19
2373.22  2.1193300876574643e-19  2.0918846228608586e-19
2373.24  2.1871816564107663e-19  2.1654346130520535e-19
2373.26  2.273727065296159e-19  2.2578781215755026e-19
2373.28  2.3819133479032257e-19  2.372210233579415e-19
2373.3  2.515537664304948e-19  2.512282193523816e-19
2373.32  2.679554742481712e-19  2.683111143550172e-19
2373.34  2.8805155630825116e-19  2.891320633465913e-19
2373.36  3.1271538005370896e-19  3.145728685386387e-19
2373.38  3.4311666024146596e-19  3.4581290837105643e-19
2373.4  3.808121526701881e-19  3.8442005024765637e-19
2373.42  4.278235187366709e-19  4.3242562124096066e-19
2373.44  4.8680433571253585e-19  4.925055256412925e-19
2373.46  5.617418666653607e-19  5.686667459370198e-19
2373.48  6.590042997399958e-19  6.673020796455298e-19
2373.5  7.880070520636402e-19  7.978453576422057e-19
2373.52  9.62539104562118e-19  9.740917676769518e-19
2373.54  1.2033483199474771e-18  1.2167630627644831e-18
2373.56  1.5415347205946701e-18  1.5568477150095573e-18
2373.58  2.0208118571471227e-18  2.037739577940769e-18
2373.6  2.68959059873543e-18  2.7070701189794615e-18
2373.62  3.553643609594003e-18  3.569018890274213e-18
2373.64  4.445401455869427e-18  4.4538029984150015e-18
2373.66  4.920737478632789e-18  4.916908573352349e-18
2373.68  4.619170624339983e-18  4.602340383054914e-18
2373.7  3.779025562159155e-18  3.753815741270569e-18
2373.72  2.8816103145796868e-18  2.8533073140852692e-18
2373.74  2.161505069466439e-18  2.133285665691397e-18
2373.76  1.6396306384735632e-18  1.6128561816766413e-18
2373.78  1.2710344203312128e-18  1.2461194900847017e-18
2373.8  1.0092638950593837e-18  9.862196732162207e-19
2373.82  8.199559966699854e-19  7.986461481915954e-19
2373.84  6.7989134747901375e-19  6.601426589747153e-19
2373.86  5.740427756865432e-19  5.55688333263634e-19
2373.88  4.926630145565974e-19  4.755534620941373e-19
2373.9  4.291230969825955e-19  4.131282000633969e-19
2373.92  3.787949074359119e-19  3.6380304186597854e-19
2373.94  3.384177285529411e-19  3.243341761583597e-19
2373.96  3.0566770673044537e-19  2.924124298201339e-19
2373.98  2.7886396131198367e-19  2.663693822354496e-19
2374.0  2.567705938074962e-19  2.4497961739821254e-19
2374.02  2.384626851375294e-19  2.2732705927487013e-19
2374.04  2.2324143276140724e-19  2.1272047647460324e-19
2374.06  2.10585032694628e-19  2.0064457647263388e-19
2374.08  2.0010372305810409e-19  1.9071512193684608e-19
2374.1  1.9150114791481061e-19  1.8264047798976384e-19
2374.12  1.8455515727794874e-19  1.762025822692012e-19
2374.14  1.7910537584125186e-19  1.7124453740841036e-19
2374.16  1.750293086699182e-19  1.6764659952493527e-19
2374.18  1.7217620046596006e-19  1.6526003242061242e-19
2374.2  1.7028298300020466e-19  1.638242643497472e-19
2374.22  1.6913174551623742e-19  1.631264598799142e-19
2374.24  1.6884001117652906e-19  1.63289567624097e-19
2374.26  1.6964627447056418e-19  1.6455507542466138e-19
2374.28  1.7167561871017088e-19  1.6704971741828584e-19
2374.3  1.749982569860204e-19  1.7084597925853724e-19
2374.32  1.797047777010988e-19  1.7603465747837988e-19
2374.34  1.8593632729956885e-19  1.8276580053938117e-19
2374.36  1.9389312293299296e-19  1.912408173362824e-19
2374.38  2.0384862555385927e-19  2.0173763368439804e-19
2374.4  2.1616601691412574e-19  2.1462454394504397e-19
2374.42  2.313244519555979e-19  2.3038678582381316e-19
2374.44  2.4996638346434223e-19  2.4967364936689934e-19
2374.46  2.729659264070505e-19  2.733677097240305e-19
2374.48  3.01511517727677e-19  3.0266714108904013e-19
2374.5  3.3723335929238125e-19  3.392136370885032e-19
2374.52  3.8240508919592357e-19  3.8529419527146035e-19
2374.54  4.402395110929913e-19  4.441366709144411e-19
2374.56  5.153195948364711e-19  5.203401969015152e-19
2374.58  6.143428459116571e-19  6.20618416036134e-19
2374.6  7.475735863631446e-19  7.552471158583342e-19
2374.62  9.309008452137111e-19  9.40102210531838e-19
2374.64  1.1882002085697367e-18  1.1989816054183735e-18
2374.66  1.5534058411370176e-18  1.5655876174848513e-18
2374.68  2.0662359509790336e-18  2.0790606699822965e-18
2374.7  2.7404449349493034e-18  2.7519342761730742e-18
2374.72  3.4670029600385813e-18  3.473344884450528e-18
2374.74  3.910751654367214e-18  3.907433836554521e-18
2374.76  3.742801628977162e-18  3.7285667234587594e-18
2374.78  3.098454706786882e-18  3.0767771990462157e-18
2374.8  2.37143964986473e-18  2.346814241643646e-18
2374.82  1.777291303546997e-18  1.7525502349220137e-18
2374.84  1.344667788038472e-18  1.3210584531912546e-18
2374.86  1.0392579552042597e-18  1.0171771643760936e-18
2374.88  8.228865146758401e-19  8.023650319416097e-19
2374.9  6.670427605134126e-19  6.479757665068571e-19
2374.92  5.52445412645058e-19  5.346896687065968e-19
2374.94  4.662910846055413e-19  4.497037530672404e-19
2374.96  4.0012168075715397e-19  3.8457540956729e-19
2374.98  3.4843820241106896e-19  3.3382418082602e-19
2375.0  3.0753658026924304e-19  2.9376219896921e-19
2375.02  2.747808080260536e-19  2.6176733648036936e-19
2375.04  2.4826566470317146e-19  2.3594645333902696e-19
2375.06  2.266072667616375e-19  2.149260440985649e-19
2375.08  2.087905708694472e-19  1.976998691308484e-19
2375.1  1.9406211920619776e-19  1.8352191475979401e-19
2375.12  1.8185637445653265e-19  1.7183292143817524e-19
2375.14  1.717451503023098e-19  1.6221014239580057e-19
2375.16  1.6340176964793667e-19  1.5433149304453754e-19
2375.18  1.565751523116586e-19  1.4794991672587883e-19
2375.2  1.5106899271283597e-19  1.428459612907596e-19
2375.22  1.46756214545666e-19  1.3894926388391666e-19
2375.24  1.4354216938831905e-19  1.3614125426360708e-19
2375.26  1.4136444884926515e-19  1.3436190372865773e-19
2375.28  1.4015383150061751e-19  1.3354087183260358e-19
2375.3  1.3979157488654397e-19  1.3356784103876216e-19
2375.32  1.4017899050302223e-19  1.3434452862971728e-19
2375.34  1.4140332489421353e-19  1.3596212822043176e-19
2375.36  1.436367136319086e-19  1.3859551897089034e-19
2375.38  1.47007541722757e-19  1.423751175522581e-19
2375.4  1.5163318396676016e-19  1.47421009599265e-19
2375.42  1.5766673859263527e-19  1.538894692120935e-19
2375.44  1.6531985005905435e-19  1.619956906519153e-19
2375.46  1.7488024222428773e-19  1.7203199066671532e-19
2375.48  1.8673411363760857e-19  1.8438938723711773e-19
2375.5  2.0139938895429338e-19  1.9959162813940568e-19
2375.52  2.1957445248803555e-19  2.1834395550672613e-19
2375.54  2.4221016850843557e-19  2.416053748787332e-19
2375.56  2.7061805616906953e-19  2.706970246158971e-19
2375.58  3.0663912149190867e-19  3.0747122491348643e-19
2375.6  3.5290632896187697e-19  3.545738249610343e-19
2375.62  4.1323670333131015e-19  4.158355299150573e-19
2375.64  4.9324165589028755e-19  4.968803153524079e-19
2375.66  6.013745969083796e-19  6.061681529311504e-19
2375.68  7.506549803780267e-19  7.567045767380489e-19
2375.7  9.607944658173688e-19  9.681297128756823e-19
2375.72  1.2595995532530327e-18  1.2680389718307974e-18
2375.74  1.6781798259053737e-18  1.6870215229360063e-18
2375.76  2.2210394872207218e-18  2.228507380578648e-18
2375.78  2.7819094270289336e-18  2.7847234450377226e-18
2375.8  3.076636941765884e-18  3.0712621507239007e-18
2375.82  2.8779580684861564e-18  2.8639355113631352e-18
2375.84  2.3445797810876236e-18  2.325072670094174e-18
2375.86  1.7823188564643764e-18  1.7608598752746505e-18
2375.88  1.3348904591973914e-18  1.3135624044181625e-18
2375.9  1.0122769235572978e-18  9.919548214659926e-19
2375.92  7.850744445882281e-19  7.660153751409153e-19
2375.94  6.239803539487703e-19  6.061828829043131e-19
2375.96  5.077044671330955e-19  4.910746948033285e-19
2375.98  4.22004861596292e-19  4.064253955092556e-19
2376.0  3.5747989997450303e-19  3.4283631797937956e-19
2376.02  3.0788419642365863e-19  2.9407476389451767e-19
2376.04  2.6909794554882097e-19  2.5603592818379013e-19
2376.06  2.383569470073572e-19  2.259688532826107e-19
2376.08  2.137098764468513e-19  2.0193354850558784e-19
2376.1  1.9374630706779482e-19  1.8252925296387417e-19
2376.12  1.7743951891731138e-19  1.6673750226404304e-19
2376.14  1.6403510462402704e-19  1.5381086742700191e-19
2376.16  1.529724847353101e-19  1.4319467304241054e-19
2376.18  1.4383022000694447e-19  1.34469627212343e-19
2376.2  1.362914776441242e-19  1.273289223016039e-19
2376.22  1.3011457897633908e-19  1.215317213350891e-19
2376.24  1.251178543951446e-19  1.168995945767515e-19
2376.26  1.2116648172951874e-19  1.1330056523535424e-19
2376.28  1.1816221137336974e-19  1.1063891331276968e-19
2376.3  1.160303947312691e-19  1.0884209737191426e-19
2376.32  1.1469879478667546e-19  1.078400609531274e-19
2376.34  1.1408629649333666e-19  1.0755386252497248e-19
2376.36  1.1416818976899856e-19  1.0796166468363887e-19
2376.38  1.1501617570421188e-19  1.0913778981418645e-19
2376.4  1.167171260713032e-19  1.1117115121888132e-19
2376.42  1.193475721634784e-19  1.1414036260318664e-19
2376.44  1.230014233388366e-19  1.181417397940856e-19
2376.46  1.2780968946367292e-19  1.2330905097009465e-19
2376.48  1.3395297325629802e-19  1.2982604107484313e-19
2376.5  1.4167557773224235e-19  1.3794061719312193e-19
2376.52  1.5130561694359412e-19  1.4798506870215742e-19
2376.54  1.6328455758195255e-19  1.6040575038142435e-19
2376.56  1.7821088144016797e-19  1.7580691101878337e-19
2376.58  1.9690527938564662e-19  1.9501604518738132e-19
2376.6  2.2050933978838345e-19  2.1918285561778683e-19
2376.62  2.5063674897718816e-19  2.499303863931359e-19
2376.64  2.896070264264801e-19  2.895886864079113e-19
2376.66  3.4080976243208373e-19  3.415582335378989e-19
2376.68  4.0929285666093263e-19  4.108959976716591e-19
2376.7  5.027514135738295e-19  5.052983235970204e-19
2376.72  6.330027729124372e-19  6.365595618339192e-19
2376.74  8.176400375099e-19  8.221867211744109e-19
2376.76  1.0802576443647603e-18  1.0855385567260623e-18
2376.78  1.4419301231157404e-18  1.44713819358786e-18
2376.8  1.883706887902631e-18  1.8870070391869017e-18
2376.82  2.26883440170807e-18  2.267338861317036e-18
2376.84  2.35439130866401e-18  2.345960349871101e-18
2376.86  2.069843285534523e-18  2.055422712200573e-18
2376.88  1.625780771740612e-18  1.6082806874700466e-18
2376.9  1.2216903524601259e-18  1.2034727621799388e-18
2376.92  9.172957881949387e-19  8.995515282170677e-19
2376.94  7.014829427450677e-19  6.846528948248761e-19
2376.96  5.496447203584833e-19  5.33822997111909e-19
2376.98  4.414083705725696e-19  4.265531184806503e-19
2377.0  3.6265856391723288e-19  3.4868417089273526e-19
2377.02  3.040970183484979e-19  2.909114455183131e-19
2377.04  2.596665230148956e-19  2.47184680588927e-19
2377.06  2.2535499489281597e-19  2.1350234238950245e-19
2377.08  1.9843762042346288e-19  1.8715039507237067e-19
2377.1  1.770294187748941e-19  1.6625370372026417e-19
2377.12  1.5980460868653036e-19  1.4949503648765344e-19
2377.14  1.458142342339975e-19  1.3592932195603949e-19
2377.16  1.343706691922109e-19  1.2488177722538664e-19
2377.18  1.2496538900486777e-19  1.158456428070904e-19
2377.2  1.1721386380381967e-19  1.0840707177158105e-19
2377.22  1.10843607245806e-19  1.0236460576358248e-19
2377.24  1.0563414473543895e-19  9.746728331578884e-20
2377.26  1.0142429671992296e-19  9.35566908382823e-20
2377.28  9.809396965026826e-20  9.051515440944407e-20
2377.3  9.555237810949669e-20  8.825400798273309e-20
2377.32  9.37217860893891e-20  8.669742295431454e-20
2377.34  9.253101407104045e-20  8.577619336652888e-20
2377.36  9.195090481773579e-20  8.546334427728508e-20
2377.38  9.200557002305762e-20  8.578497368536538e-20
2377.4  9.273134867063552e-20  8.677914723297905e-20
2377.42  9.416836949894986e-20  8.84877565302117e-20
2377.44  9.637399257226629e-20  9.097009417326189e-20
2377.46  9.943272254493446e-20  9.431280163666595e-20
2377.48  1.0346373195007235e-19  9.863743280914923e-20
2377.5  1.086301158873156e-19  1.0410974663143167e-19
2377.52  1.1515225510548195e-19  1.1095327302946887e-19
2377.54  1.2332733085465397e-19  1.1946871824439438e-19
2377.56  1.335579923593471e-19  1.3006292598147166e-19
2377.58  1.4639431741617038e-19  1.4329091568717435e-19
2377.6  1.6259462314992645e-19  1.5991678399851288e-19
2377.62  1.832149361281189e-19  1.8100336796299e-19
2377.64  2.097614270626411e-19  2.0806482897422343e-19
2377.66  2.444617195476793e-19  2.4333765335106853e-19
2377.68  2.906531092996905e-19  2.9016723695516747e-19
2377.7  3.5336599413613046e-19  3.5358785849034947e-19
2377.72  4.402685283791522e-19  4.412588253633958e-19
2377.74  5.629531869500867e-19  5.647291998304729e-19
2377.76  7.378704270664527e-19  7.4032171748056e-19
2377.78  9.834437668599762e-19  9.861423481541942e-19
2377.8  1.3018693946142072e-18  1.3037297214118533e-18
2377.82  1.6281156265786444e-18  1.6271401463392582e-18
2377.84  1.7918262016799025e-18  1.7859083104021166e-18
2377.86  1.664310354995393e-18  1.653269646345141e-18
2377.88  1.347969173932457e-18  1.3337680412701704e-18
2377.9  1.0217497666834992e-18  1.0064857560913116e-18
2377.92  7.649907940008985e-19  7.498679247957872e-19
2377.94  5.808860425216163e-19  5.663976939397162e-19
2377.96  4.51568277127579e-19  4.378523445188032e-19
2377.98  3.5996091290759636e-19  3.470092315169838e-19
2378.0  2.938417115728076e-19  2.8159558879921295e-19
2378.02  2.4509621489605685e-19  2.3348198378517905e-19
2378.04  2.084088784105159e-19  1.9736148964661626e-19
2378.06  1.8026853995658245e-19  1.6972768410399857e-19
2378.08  1.5832036467817012e-19  1.4823430284212846e-19
2378.1  1.4095369893452415e-19  1.312786125038435e-19
2378.12  1.270452673701417e-19  1.1774433752802295e-19
2378.14  1.1579739176884905e-19  1.0683972852022105e-19
2378.16  1.066343344964191e-19  9.799403697096973e-20
2378.18  9.913465471734515e-20  9.07900061801537e-20
2378.2  9.298559484749267e-20  8.491839142232925e-20
2378.22  8.794951422625856e-20  8.014451067711596e-20
2378.24  8.383865904182948e-20  7.628318614645136e-20
2378.26  8.051069940227011e-20  7.319448948573241e-20
2378.28  7.78744636344158e-20  7.078937727707911e-20
2378.3  7.58688226140671e-20  6.90085252803308e-20
2378.32  7.444638718301154e-20  6.780613875837695e-20
2378.34  7.357424330713661e-20  6.715084689843293e-20
2378.36  7.32357150047497e-20  6.7027475799367e-20
2378.38  7.343154828824743e-20  6.743826931408813e-20
2378.4  7.418037447385914e-20  6.840335258189933e-20
2378.42  7.551900241410048e-20  6.996116918791843e-20
2378.44  7.750493784456771e-20  7.217088240810758e-20
2378.46  8.022104261092219e-20  7.511718960347535e-20
2378.48  8.378219831801161e-20  7.891703492389389e-20
2378.5  8.834480534083725e-20  8.372913751081459e-20
2378.52  9.411998154318971e-20  8.976731232520878e-20
2378.54  1.0139124600906602e-19  9.731823058934353e-20
2378.56  1.105411970624074e-19  1.0676799005721779e-19
2378.58  1.221050831907985e-19  1.1865641416967172e-19
2378.6  1.3685177912757057e-19  1.3375760799284843e-19
2378.62  1.558800789337564e-19  1.5317627475386132e-19
2378.64  1.8078138212329729e-19  1.7851025625089696e-19
2378.66  2.139165129497828e-19  2.1212656768087652e-19
2378.68  2.5885614246057295e-19  2.5759949421564523e-19
2378.7  3.2106185863084593e-19  3.203856572066154e-19
2378.72  4.088280716418502e-19  4.0875113460543242e-19
2378.74  5.340790944016584e-19  5.345336745219472e-19
2378.76  7.107823104616284e-19  7.114814045222782e-19
2378.78  9.431645988114822e-19  9.43354753494989e-19
2378.8  1.189989365195578e-18  1.1882272265748759e-18
2378.82  1.3298163669914754e-18  1.3244573622634672e-18
2378.84  1.2545866386358903e-18  1.2453084348046122e-18
2378.86  1.025730744162663e-18  1.0139208796122473e-18
2378.88  7.799283143974161e-19  7.672110850148578e-19
2378.9  5.838271696755311e-19  5.711699766311867e-19
2378.92  4.427618714913703e-19  4.3057034379365807e-19
2378.94  3.4376039899588315e-19  3.3215290322773923e-19
2378.96  2.737974795987099e-19  2.627698870233034e-19
2378.98  2.2344025925071876e-19  2.1295277810301415e-19
2379.0  1.864106064804755e-19  1.7640989347254023e-19
2379.02  1.5860531093018555e-19  1.4903974546788606e-19
2379.04  1.3732383726147875e-19  1.2814749716004658e-19
2379.06  1.2075942096831206e-19  1.1193286901152252e-19
2379.08  1.0767968727784706e-19  9.916955916178652e-20
2379.1  9.722708054015532e-20  8.900536041057516e-20
2379.12  8.879171352914199e-20  8.083489434452052e-20
2379.14  8.193003889513638e-20  7.421844213398878e-20
2379.16  7.63193759889786e-20  6.88366066394274e-20
2379.18  7.172030152341012e-20  6.441084928513974e-20
2379.2  6.797517615179196e-20  6.086960794511573e-20
2379.22  6.49449790761574e-20  5.803396378661462e-20
2379.24  6.253047038328705e-20  5.580641680744587e-20
2379.26  6.065838591584963e-20  5.411526413514791e-20
2379.28  5.927637184424977e-20  5.2909568566963785e-20
2379.3  5.834946872720145e-20  5.215566178428242e-20
2379.32  5.785840061175309e-20  5.1835580349699744e-20
2379.34  5.779842928018599e-20  5.1945772359309163e-20
2379.36  5.817773103891828e-20  5.24957958115136e-20
2379.38  5.901661766453658e-20  5.35068583496649e-20
2379.4  6.035133452123429e-20  5.501674562418718e-20
2379.42  6.224343668433602e-20  5.708850543903602e-20
2379.44  6.478124043465966e-20  5.981205288906674e-20
2379.46  6.80822901281726e-20  6.330671743854398e-20
2379.48  7.230497192248462e-20  6.773294708000726e-20
2379.5  7.766549592707502e-20  7.330935946099504e-20
2379.52  8.446157257773557e-20  8.033650200209229e-20
2379.54  9.31076747848842e-20  8.92321914770917e-20
2379.56  1.0418914998596783e-19  1.0058569715631768e-19
2379.58  1.1854679874944123e-19  1.1524231109907827e-19
2379.6  1.3741130228907313e-19  1.3443757884505406e-19
2379.62  1.6261933107664865e-19  1.6001269014939427e-19
2379.64  1.9695871611559496e-19  1.9475756244317484e-19
2379.66  2.4469945159251745e-19  2.429370953156477e-19
2379.68  3.123065965989176e-19  3.1099102676261604e-19
2379.7  4.089347649139579e-19  4.079994172990665e-19
2379.72  5.4464866130661425e-19  5.438418641322122e-19
2379.74  7.196357354760026e-19  7.183253760527664e-19
2379.76  8.949474884086801e-19  8.919919949493005e-19
2379.78  9.745240230529022e-19  9.687802945423639e-19
2379.8  8.943455825163066e-19  8.858141348586534e-19
2379.82  7.185881669412697e-19  7.084091119461632e-19
2379.84  5.432588309793845e-19  5.325747321037164e-19
2379.86  4.072195046224922e-19  3.9666061497144207e-19
2379.88  3.1025281722813454e-19  3.000692522069818e-19
2379.9  2.42289552017593e-19  2.325464886225518e-19
2379.92  1.9417217584081404e-19  1.8486030798494659e-19
2379.94  1.5943478633163904e-19  1.5051964259463115e-19
2379.96  1.3381058339472824e-19  1.2525243789511118e-19
2379.98  1.1451412048152413e-19  1.0627539003101115e-19
2380.0  9.970844264879356e-20  9.175601112298457e-20
2380.02  8.816115922016376e-20  8.046672331990355e-20
2380.04  7.902933463800263e-20  7.156902974908101e-20
2380.06  7.172516430957693e-20  6.447898449442139e-20
2380.08  6.583129257503894e-20  5.878250978779121e-20
2380.1  6.104661094186272e-20  5.4181257462577465e-20
2380.12  5.715096504866323e-20  5.045739995555625e-20
2380.14  5.398176962534783e-20  4.7450328460698955e-20
2380.16  5.1418206337842105e-20  4.50409147150006e-20
2380.18  4.937019022812575e-20  4.3140734744697886e-20
2380.2  4.777060737480503e-20  4.168355068492224e-20
2380.22  4.6570221633180446e-20  4.0621556487479594e-20
2380.24  4.5736716021813294e-20  3.992350143555351e-20
2380.26  4.525278948700436e-20  3.957310779424177e-20
2380.28  4.511237736192463e-20  3.956528263435691e-20
2380.3  4.532010905791718e-20  3.9905627017450453e-20
2380.32  4.5892564609444866e-20  4.061171664950705e-20
2380.34  4.6859991970533254e-20  4.17148479953421e-20
2380.36  4.8268872430290194e-20  4.3262633009672735e-20
2380.38  5.018581948188293e-20  4.53229331050693e-20
2380.4  5.270326255577847e-20  4.798958271037915e-20
2380.42  5.594774110594446e-20  5.1390736112088566e-20
