# H2O 3800-3825, p=1013hPa T=250K. nu  sigma_Voigt  sigma_HartmannTran
3800.244  1.3371635197810226e-20  1.3333189853902373e-20
3800.248  1.358038331472201e-20  1.354021678227096e-20
3800.252  1.3797338310396424e-20  1.3755358663729884e-20
3800.256  1.4022909703620315e-20  1.3979022631105863e-20
3800.26  1.4257530054730593e-20  1.421163933928075e-20
3800.264  1.4501655717574107e-20  1.4453663875841497e-20
3800.268  1.475576746296046e-20  1.470557657641141e-20
3800.272  1.5020370973167922e-20  1.496788908240331e-20
3800.276  1.529599709983348e-20  1.524112339739859e-20
3800.28  1.5583201864800726e-20  1.552584465932261e-20
3800.284  1.5882566111100082e-20  1.5822639403663128e-20
3800.288  1.6194694716381148e-20  1.6132120720624247e-20
3800.292  1.6520215259374838e-20  1.6454927462862314e-20
3800.296  1.6859775924325086e-20  1.6791722781228078e-20
3800.3  1.7214043008476715e-20  1.714319236359419e-20
3800.304  1.758369655885637e-20  1.7510040912312328e-20
3800.308  1.7969425657089406e-20  1.7892988386743718e-20
3800.312  1.8371921816828974e-20  1.8292764480209647e-20
3800.316  1.8791870738674732e-20  1.871010157630876e-20
3800.32  1.9229942027855203e-20  1.9145716836160712e-20
3800.324  1.968677653248989e-20  1.960033710623783e-20
3800.328  2.0162970931036216e-20  2.0074630178876854e-20
3800.332  2.0659059172701243e-20  2.0569224656777113e-20
3800.336  2.1175490365455152e-20  2.1084679937766706e-20
3800.34  2.1712602713316336e-20  2.1621461412121907e-20
3800.344  2.2270593139977527e-20  2.217991102645031e-20
3800.348  2.2849482310720763e-20  2.2760212730167384e-20
3800.352  2.3449074886923733e-20  2.3362352389263284e-20
3800.356  2.4068915039455363e-20  2.3986071886875783e-20
3800.36  2.4708230491686057e-20  2.4630810319177096e-20
3800.364  2.5365907901679525e-20  2.529567468872367e-20
3800.368  2.6040395345964218e-20  2.597933542827429e-20
3800.372  2.6729674124446943e-20  2.6679988563530856e-20
3800.376  2.743119691913169e-20  2.739528121719848e-20
3800.38  2.8141837643246706e-20  2.812224562843348e-20
3800.384  2.8857849950749814e-20  2.8857238774362665e-20
3800.388  2.9574839169286084e-20  2.9595892881415235e-20
3800.392  3.02877530449962e-20  3.033308327820934e-20
3800.396  3.0990897022173356e-20  3.106292102000254e-20
3800.4  3.167797966510721e-20  3.177877828325718e-20
3800.404  3.234219311610575e-20  3.247335442852066e-20
3800.408  3.297633198853112e-20  3.313878951836894e-20
3800.412  3.357295181425865e-20  3.376682976555874e-20
3800.416  3.4124565067377516e-20  3.434904566263307e-20
3800.42  3.462386909809165e-20  3.487709852391539e-20
3800.424  3.5063996359498655e-20  3.5343045201797534e-20
3800.428  3.543877358730276e-20  3.573966451978726e-20
3800.432  3.5742973688753124e-20  3.606078349089488e-20
3800.436  3.5972542580579215e-20  3.630157778007784e-20
3800.44  3.6124783539315285e-20  3.645882014703969e-20
3800.444  3.619848399009732e-20  3.6531053389562705e-20
3800.448  3.619397393236242e-20  3.651867057668623e-20
3800.452  3.6113110916488115e-20  3.642389436335885e-20
3800.456  3.595919289716134e-20  3.625065752861479e-20
3800.46  3.573680651806285e-20  3.600439687488927e-20
3800.464  3.545162358337913e-20  3.5691780647782335e-20
3800.468  3.511016199897475e-20  3.532039452919303e-20
3800.472  3.4719528987667765e-20  3.4898412567926394e-20
3800.476  3.4287163911499866e-20  3.443427740427741e-20
3800.48  3.3820595882721183e-20  3.3936409634913593e-20
3800.484  3.332722803456353e-20  3.3412960253296336e-20
3800.488  3.2814156440541125e-20  3.287161387874747e-20
3800.492  3.228802777815219e-20  3.231944484245765e-20
3800.496  3.175493636226784e-20  3.1762823689912814e-20
3800.5  3.1220358401401593e-20  3.120736852161336e-20
3800.504  3.0689119294377834e-20  3.0657933718789825e-20
3800.508  3.016538922122834e-20  3.0118628535692105e-20
